"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 16 13:26:40 IST 2022","Sun Jan 16 13:26:41 IST 2022","960","","lucaBillingTests: Edit Billing module, Total Column Verification","","lucaBillingTests: Edit Billing module, Total Column Verification","should remove all the existing fees by pressing the Remove button frist time","should remove all the existing fees by pressing the Remove button frist time",""
"passed","Sun Jan 16 14:18:52 IST 2022","Sun Jan 16 14:18:55 IST 2022","3748","","lucaAddANoteTests: Validating Created Notes Parameters","","lucaAddANoteTests: Validating Created Notes Parameters","should select the latest school year","should select the latest school year",""
"passed","Sun Jan 16 12:58:40 IST 2022","Sun Jan 16 12:58:41 IST 2022","1282","","externalTests: Verify that External Registration creates family correctly for Basis Independent Schools","","externalTests: Verify that External Registration creates family correctly for Basis Independent Schools","should input password successfully","should input password successfully",""
"passed","Sun Jan 16 13:02:34 IST 2022","Sun Jan 16 13:02:36 IST 2022","1478","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","should input school number 11084 in the search field","should input school number 11084 in the search field",""
"passed","Sun Jan 16 13:41:49 IST 2022","Sun Jan 16 13:41:53 IST 2022","3194","","lucaFeesAndDiscountsTests: Verifying School Administrator Account has limited access","","lucaFeesAndDiscountsTests: Verifying School Administrator Account has limited access","should log out from luca","should log out from luca",""
"passed","Sun Jan 16 12:59:54 IST 2022","Sun Jan 16 12:59:56 IST 2022","1431","","Renweb Tests: Registration for creating new family, using Credit Card","","Renweb Tests: Registration for creating new family, using Credit Card","should click on go button","should click on go button",""
"failed","Sun Jan 16 14:28:57 IST 2022","Sun Jan 16 14:29:03 IST 2022","5833","","lucaAutomaticDebitSettings: Payment Type Verification","","lucaAutomaticDebitSettings: Payment Type Verification","should verify that the Confirm button is disabled again","should verify that the Confirm button is disabled again",""
"failed","Sun Jan 16 13:20:29 IST 2022","Sun Jan 16 13:20:30 IST 2022","1382","","lucaEnrollment: verify filters on Deleted Families","","lucaEnrollment: verify filters on Deleted Families","should click on Type code and then select the automation type code","should click on Type code and then select the automation type code",""
"skipped","Sun Jan 16 13:46:26 IST 2022","Sun Jan 16 13:46:26 IST 2022","1","","lucaDashboardsTests: Luca Remittance, validate payments tooltips, pagination and drop-downs page","","lucaDashboardsTests: Luca Remittance, validate payments tooltips, pagination and drop-downs page","should check if Automatic filter is working","should check if Automatic filter is working",""
"passed","Sun Jan 16 12:59:28 IST 2022","Sun Jan 16 12:59:29 IST 2022","999","","negativeTests: Enrollment Negative Payer Name test","","negativeTests: Enrollment Negative Payer Name test","should input the mobile phone number","should input the mobile phone number",""
"failed","Sun Jan 16 14:32:10 IST 2022","Sun Jan 16 14:32:16 IST 2022","5952","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan Discount Tests","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan Discount Tests","should click on Payment Plan Tab","should click on Payment Plan Tab",""
"passed","Sun Jan 16 14:20:58 IST 2022","Sun Jan 16 14:21:01 IST 2022","2472","","lucaQuickBooksTests: QuickBooks SetupGL Account Discounts, Tuition, Grades Test Case","","lucaQuickBooksTests: QuickBooks SetupGL Account Discounts, Tuition, Grades Test Case","should input username","should input username",""
"passed","Sun Jan 16 13:48:43 IST 2022","Sun Jan 16 13:48:49 IST 2022","6236","","lucaDashboardsTests: Luca Payments, Apply Phone Payment with new Checking Payment Account","","lucaDashboardsTests: Luca Payments, Apply Phone Payment with new Checking Payment Account","should click the login button","should click the login button",""
"passed","Sun Jan 16 13:25:47 IST 2022","Sun Jan 16 13:25:49 IST 2022","2286","","lucaBillingTests: Edit Billing module, multiple discount deletion","","lucaBillingTests: Edit Billing module, multiple discount deletion","should load Luca login Page successfully","should load Luca login Page successfully",""
"passed","Sun Jan 16 14:34:35 IST 2022","Sun Jan 16 14:34:44 IST 2022","9219","","Parent Site Payment Verification","","Parent Site Payment Verification","should click on Pay my Bill","should click on Pay my Bill",""
"passed","Sun Jan 16 13:27:39 IST 2022","Sun Jan 16 13:27:41 IST 2022","1195","","Main Landing Page, Verify Presence of Elements in Top Menu Bar","","Main Landing Page, Verify Presence of Elements in Top Menu Bar","should click on the Resources link","should click on the Resources link",""
"passed","Sun Jan 16 13:02:56 IST 2022","Sun Jan 16 13:03:32 IST 2022","36270","","lucaFamiliesModuleTests: Manage Families details Payment settings","","lucaFamiliesModuleTests: Manage Families details Payment settings","should modify user data in order to log in the user in EWS","should modify user data in order to log in the user in EWS",""
"passed","Sun Jan 16 13:03:08 IST 2022","Sun Jan 16 13:03:09 IST 2022","1322","","lucaFamiliesModuleTests: Manage Families verify Batch actions towards family","","lucaFamiliesModuleTests: Manage Families verify Batch actions towards family","should click on the go button","should click on the go button",""
"passed","Sun Jan 16 12:57:21 IST 2022","Sun Jan 16 12:57:22 IST 2022","1478","","homepageTests: EWS Authentification Verification test cases","","homepageTests: EWS Authentification Verification test cases","should click on find my account button fourth time","should click on find my account button fourth time",""
"passed","Sun Jan 16 13:46:38 IST 2022","Sun Jan 16 13:46:41 IST 2022","2285","","lucaDashboardsTests: Luca Payments, add a payment, school user","","lucaDashboardsTests: Luca Payments, add a payment, school user","should switch the year view to two years behind","should switch the year view to two years behind",""
"passed","Sun Jan 16 13:10:38 IST 2022","Sun Jan 16 13:10:42 IST 2022","3861","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Several Families And Students","should click on the edit billing details link second time","should click on the edit billing details link second time",""
"passed","Sun Jan 16 14:34:53 IST 2022","Sun Jan 16 14:34:55 IST 2022","1606","","Parent Site Payment Verification","","Parent Site Payment Verification","should add a new Expiry Month","should add a new Expiry Month",""
"passed","Sun Jan 16 14:30:37 IST 2022","Sun Jan 16 14:31:14 IST 2022","37065","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan Fee Tests","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan Fee Tests","should modify user data in order to activate the family","should modify user data in order to activate the family",""
"passed","Sun Jan 16 13:17:34 IST 2022","Sun Jan 16 13:17:40 IST 2022","5348","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Specific Months on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Specific Months on Several Families And Students","should click the drop-down modal fee fourth time","should click the drop-down modal fee fourth time",""
"passed","Sun Jan 16 13:33:42 IST 2022","Sun Jan 16 13:33:43 IST 2022","1017","","lucaFeesAndDiscountsTests: Edit Discount in Table Verification","","lucaFeesAndDiscountsTests: Edit Discount in Table Verification","should click on Escape button in order to close the pop-up","should click on Escape button in order to close the pop-up",""
"passed","Sun Jan 16 14:33:58 IST 2022","Sun Jan 16 14:33:59 IST 2022","336","","Parent Site Payment Verification","","Parent Site Payment Verification","should make a API payment with that family in order to verify Pre-existing card on Pay My bill page","should make a API payment with that family in order to verify Pre-existing card on Pay My bill page",""
"passed","Sun Jan 16 14:25:56 IST 2022","Sun Jan 16 14:25:59 IST 2022","2908","","Luca Settings: OW API_008 tests","","Luca Settings: OW API_008 tests","should deselect grade 10","should deselect grade 10",""
"failed","Sun Jan 16 14:32:24 IST 2022","Sun Jan 16 14:32:30 IST 2022","6220","","lucaChangePaymentPlans: Change Payment Plan module, Extend Payment Plan Tests","","lucaChangePaymentPlans: Change Payment Plan module, Extend Payment Plan Tests","should click on Edit Billing Details","should click on Edit Billing Details",""
"passed","Sun Jan 16 13:27:01 IST 2022","Sun Jan 16 13:27:08 IST 2022","7549","","lucaBillingTests: Edit Billing module, Pending Families + add new family verification","","lucaBillingTests: Edit Billing module, Pending Families + add new family verification","should verify that the Total Amount is the same","should verify that the Total Amount is the same",""
"passed","Sun Jan 16 13:00:36 IST 2022","Sun Jan 16 13:00:38 IST 2022","1522","","Renweb Tests: Registration for creating new family, using Bank Account","","Renweb Tests: Registration for creating new family, using Bank Account","should select the Checking Option from the accountDropDown","should select the Checking Option from the accountDropDown",""
"passed","Sun Jan 16 13:41:15 IST 2022","Sun Jan 16 13:41:44 IST 2022","29194","","lucaFeesAndDiscountsTests: Check Negative Amount Error messages","","lucaFeesAndDiscountsTests: Check Negative Amount Error messages","should remove the last added Discount","should remove the last added Discount",""
"passed","Sun Jan 16 12:54:57 IST 2022","Sun Jan 16 12:55:00 IST 2022","2586","","homepageTests: Enrollment with all payment options","","homepageTests: Enrollment with all payment options","should click on one result","should click on one result",""
"passed","Sun Jan 16 14:24:52 IST 2022","Sun Jan 16 14:24:58 IST 2022","6159","","Luca Settings: OW API_007 tests","","Luca Settings: OW API_007 tests","should click login button","should click login button",""
"passed","Sun Jan 16 13:41:58 IST 2022","Sun Jan 16 13:42:00 IST 2022","2403","","lucaFeesAndDiscountsTests: Add, Update and Remove a Fee","","lucaFeesAndDiscountsTests: Add, Update and Remove a Fee","should input username","should input username",""
"passed","Sun Jan 16 14:22:44 IST 2022","Sun Jan 16 14:22:46 IST 2022","1520","","lucaQuickBooksTests: Verify QuickBooks Account Recognition Type","","lucaQuickBooksTests: Verify QuickBooks Account Recognition Type","should select a Income Gl ID Option again","should select a Income Gl ID Option again",""
"passed","Sun Jan 16 13:23:54 IST 2022","Sun Jan 16 13:23:56 IST 2022","1363","","lucaBillingTests: Verify Applicable Not applicable Fees","","lucaBillingTests: Verify Applicable Not applicable Fees","should click on Edit Billing Details","should click on Edit Billing Details",""
"passed","Sun Jan 16 13:22:14 IST 2022","Sun Jan 16 13:22:16 IST 2022","1696","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee And Discount on Several Families And Students","should select Student view from the View Mode drop-down second time","should select Student view from the View Mode drop-down second time",""
